,Operación,Provincia,Superficie
2818,Venta,Tarragona,234
2819,Venta,Lleida,122
2820,Venta,Lleida,239
2821,Alquiler,Tarragona,123
2822,Alquiler,Lleida,128
2823,Venta,Girona,196
2824,Venta,Lleida,275
2825,Alquiler,Barcelona,242
2826,Venta,Lleida,236
2827,Venta,Tarragona,187
2828,Alquiler,Girona,273
2829,Alquiler,Tarragona,187
2830,Alquiler,Tarragona,221
2831,Alquiler,Girona,224
2832,Alquiler,Lleida,137
2833,Venta,Tarragona,192
2834,Venta,Lleida,293
2835,Alquiler,Lleida,111
2836,Venta,Girona,50
2837,Alquiler,Girona,41
2838,Venta,Barcelona,53
2839,Alquiler,Tarragona,247
2840,Alquiler,Barcelona,172
2841,Alquiler,Girona,125
2842,Alquiler,Lleida,245
2843,Alquiler,Girona,73
2844,Venta,Girona,247
2845,Alquiler,Tarragona,156
2846,Alquiler,Lleida,63
2847,Alquiler,Tarragona,99
2848,Alquiler,Girona,285
2849,Venta,Barcelona,285
2850,Venta,Girona,294
2851,Alquiler,Tarragona,121
2852,Alquiler,Tarragona,260
2853,Venta,Girona,190
2854,Alquiler,Lleida,47
2855,Venta,Girona,141
2856,Alquiler,Barcelona,283
2857,Alquiler,Lleida,123
2858,Alquiler,Lleida,141
2859,Alquiler,Lleida,43
2860,Alquiler,Barcelona,76
2861,Alquiler,Girona,275
2862,Venta,Girona,67
2863,Venta,Lleida,130
2864,Alquiler,Girona,197
2865,Venta,Lleida,292
2866,Alquiler,Lleida,208
2867,Venta,Lleida,248
2868,Alquiler,Barcelona,75
2869,Alquiler,Barcelona,212
2870,Venta,Lleida,246
2871,Venta,Lleida,267
2872,Venta,Barcelona,136
2873,Venta,Girona,67
2874,Alquiler,Girona,166
2875,Venta,Girona,129
2876,Alquiler,Barcelona,174
2877,Venta,Girona,124
2878,Venta,Lleida,165
2879,Alquiler,Lleida,295
2880,Venta,Girona,127
2881,Venta,Tarragona,55
2882,Venta,Barcelona,70
2883,Alquiler,Lleida,285
2884,Alquiler,Lleida,195
2885,Alquiler,Girona,201
2886,Alquiler,Girona,61
2887,Alquiler,Barcelona,239
2888,Alquiler,Lleida,223
2889,Venta,Barcelona,72
2890,Alquiler,Lleida,132
2891,Venta,Barcelona,262
2892,Alquiler,Lleida,186
2893,Alquiler,Lleida,173
2894,Venta,Tarragona,124
2895,Alquiler,Lleida,234
2896,Alquiler,Girona,258
2897,Alquiler,Tarragona,214
2898,Venta,Girona,105
2899,Venta,Girona,51
2900,Venta,Tarragona,70
2901,Venta,Girona,135
2902,Venta,Barcelona,199
2903,Alquiler,Girona,149
2904,Alquiler,Tarragona,282
2905,Alquiler,Lleida,169
2906,Alquiler,Tarragona,113
2907,Alquiler,Lleida,128
2908,Alquiler,Tarragona,228
2909,Alquiler,Tarragona,125
2910,Alquiler,Lleida,282
2911,Venta,Lleida,218
2912,Venta,Barcelona,131
2913,Alquiler,Tarragona,67
2914,Venta,Barcelona,185
2915,Venta,Tarragona,176
2916,Venta,Lleida,265
2917,Alquiler,Barcelona,141
2918,Venta,Lleida,49
2919,Alquiler,Girona,99
2920,Alquiler,Girona,77
2921,Venta,Tarragona,60
2922,Alquiler,Tarragona,95
2923,Alquiler,Tarragona,175
2924,Venta,Barcelona,49
2925,Alquiler,Tarragona,197
2926,Venta,Lleida,153
2927,Venta,Lleida,180
2928,Alquiler,Lleida,253
2929,Venta,Girona,82
2930,Venta,Barcelona,230
2931,Venta,Lleida,86
2932,Venta,Girona,44
2933,Venta,Barcelona,261
2934,Alquiler,Lleida,192
2935,Venta,Barcelona,219
2936,Venta,Girona,100
2937,Venta,Tarragona,114
2938,Venta,Barcelona,187
2939,Venta,Barcelona,94
2940,Venta,Barcelona,274
2941,Alquiler,Lleida,145
2942,Venta,Barcelona,261
2943,Alquiler,Girona,114
2944,Alquiler,Girona,151
2945,Venta,Lleida,136
2946,Venta,Barcelona,186
2947,Alquiler,Girona,138
2948,Alquiler,Lleida,96
2949,Alquiler,Tarragona,172
2950,Venta,Tarragona,147
2951,Alquiler,Lleida,236
2952,Alquiler,Girona,251
2953,Venta,Barcelona,185
2954,Alquiler,Lleida,112
2955,Alquiler,Girona,59
2956,Venta,Tarragona,61
2957,Alquiler,Girona,193
2958,Alquiler,Lleida,119
2959,Venta,Girona,117
2960,Alquiler,Tarragona,257
2961,Venta,Lleida,171
2962,Venta,Tarragona,197
2963,Venta,Tarragona,242
2964,Venta,Barcelona,128
2965,Alquiler,Barcelona,147
2966,Venta,Barcelona,43
2967,Venta,Lleida,198
2968,Venta,Girona,109
2969,Alquiler,Barcelona,200
2970,Alquiler,Barcelona,291
2971,Alquiler,Tarragona,158
2972,Venta,Barcelona,134
2973,Venta,Girona,200
2974,Alquiler,Tarragona,164
2975,Alquiler,Tarragona,48
2976,Alquiler,Lleida,248
2977,Venta,Tarragona,174
2978,Alquiler,Girona,152
2979,Alquiler,Barcelona,200
2980,Alquiler,Barcelona,182
2981,Alquiler,Barcelona,72
2982,Alquiler,Girona,85
2983,Venta,Tarragona,93
2984,Venta,Barcelona,200
2985,Venta,Barcelona,281
2986,Alquiler,Tarragona,215
2987,Alquiler,Tarragona,242
2988,Venta,Girona,255
2989,Venta,Barcelona,48
2990,Venta,Barcelona,139
2991,Venta,Lleida,95
2992,Alquiler,Barcelona,100
2993,Venta,Tarragona,223
2994,Venta,Barcelona,237
2995,Venta,Lleida,186
2996,Venta,Tarragona,108
2997,Alquiler,Girona,129
2998,Venta,Barcelona,263
2999,Alquiler,Tarragona,141
3000,Alquiler,Lleida,273
3001,Alquiler,Girona,226
3002,Alquiler,Girona,80
3003,Alquiler,Girona,211
3004,Alquiler,Girona,80
3005,Alquiler,Girona,219
3006,Alquiler,Girona,297
3007,Alquiler,Girona,287
3008,Venta,Tarragona,125
3009,Alquiler,Girona,292
3010,Alquiler,Tarragona,224
3011,Venta,Lleida,182
3012,Venta,Barcelona,257
3013,Venta,Lleida,135
3014,Alquiler,Lleida,62
3015,Alquiler,Tarragona,149
3016,Alquiler,Barcelona,264
3017,Venta,Lleida,69
3018,Alquiler,Tarragona,64
3019,Venta,Girona,146
3020,Alquiler,Girona,199
3021,Alquiler,Barcelona,106
3022,Alquiler,Lleida,73
3023,Alquiler,Tarragona,273
3024,Alquiler,Lleida,293
3025,Alquiler,Lleida,94
3026,Alquiler,Lleida,167
3027,Venta,Girona,247
3028,Venta,Lleida,56
3029,Alquiler,Girona,98
3030,Alquiler,Lleida,196
3031,Venta,Tarragona,67
3032,Venta,Girona,119
3033,Venta,Lleida,107
3034,Alquiler,Lleida,269
3035,Alquiler,Tarragona,286
3036,Venta,Barcelona,196
3037,Alquiler,Tarragona,139
3038,Alquiler,Barcelona,185
3039,Alquiler,Lleida,238
3040,Venta,Tarragona,90
3041,Venta,Barcelona,64
3042,Venta,Lleida,92
3043,Venta,Lleida,169
3044,Alquiler,Barcelona,222
3045,Venta,Barcelona,233
3046,Alquiler,Barcelona,196
3047,Venta,Lleida,256
3048,Venta,Girona,57
3049,Venta,Barcelona,100
3050,Venta,Barcelona,259
3051,Venta,Girona,272
3052,Venta,Girona,164
3053,Venta,Lleida,152
3054,Venta,Tarragona,258
3055,Alquiler,Barcelona,70
3056,Venta,Barcelona,217
3057,Alquiler,Lleida,87
3058,Alquiler,Lleida,290
3059,Alquiler,Barcelona,289
3060,Alquiler,Girona,228
3061,Venta,Tarragona,62
3062,Alquiler,Barcelona,71
3063,Venta,Barcelona,120
3064,Venta,Tarragona,230
3065,Alquiler,Girona,107
3066,Venta,Barcelona,256
3067,Alquiler,Barcelona,196
3068,Venta,Tarragona,273
3069,Venta,Girona,243
3070,Alquiler,Tarragona,259
3071,Alquiler,Girona,253
3072,Venta,Tarragona,236
3073,Alquiler,Barcelona,123
3074,Venta,Girona,56
3075,Alquiler,Tarragona,216
3076,Alquiler,Lleida,184
3077,Venta,Barcelona,239
3078,Alquiler,Girona,149
3079,Alquiler,Girona,79
3080,Alquiler,Tarragona,170
3081,Alquiler,Barcelona,268
3082,Venta,Girona,232
3083,Alquiler,Girona,137
3084,Alquiler,Barcelona,108
3085,Venta,Tarragona,67
3086,Venta,Lleida,59
3087,Venta,Lleida,204
3088,Venta,Girona,164
3089,Venta,Tarragona,285
3090,Venta,Tarragona,212
3091,Alquiler,Barcelona,189
3092,Venta,Tarragona,216
3093,Alquiler,Tarragona,214
3094,Alquiler,Girona,50
3095,Venta,Lleida,269
3096,Alquiler,Tarragona,229
3097,Alquiler,Barcelona,79
3098,Alquiler,Barcelona,296
3099,Venta,Barcelona,230
3100,Venta,Lleida,273
3101,Alquiler,Lleida,198
3102,Venta,Barcelona,101
3103,Alquiler,Tarragona,174
3104,Alquiler,Tarragona,79
3105,Alquiler,Girona,260
3106,Alquiler,Girona,117
3107,Alquiler,Girona,229
3108,Alquiler,Tarragona,116
3109,Alquiler,Girona,46
3110,Venta,Barcelona,102
3111,Venta,Barcelona,124
3112,Alquiler,Barcelona,112
3113,Alquiler,Barcelona,158
3114,Venta,Lleida,211
3115,Venta,Lleida,71
3116,Venta,Girona,160
3117,Venta,Tarragona,283
3118,Venta,Barcelona,113
3119,Alquiler,Lleida,260
3120,Alquiler,Tarragona,292
3121,Venta,Barcelona,105
3122,Venta,Tarragona,42
3123,Alquiler,Girona,252
3124,Venta,Barcelona,119
3125,Venta,Tarragona,297
3126,Alquiler,Lleida,59
3127,Venta,Lleida,201
3128,Alquiler,Girona,244
3129,Alquiler,Tarragona,62
3130,Venta,Lleida,149
3131,Venta,Barcelona,54
3132,Alquiler,Barcelona,59
3133,Venta,Tarragona,195
3134,Alquiler,Lleida,181
3135,Venta,Barcelona,82
3136,Alquiler,Girona,66
3137,Alquiler,Tarragona,119
3138,Alquiler,Tarragona,248
3139,Alquiler,Girona,138
3140,Alquiler,Girona,298
3141,Alquiler,Lleida,107
3142,Venta,Girona,241
3143,Alquiler,Girona,288
3144,Venta,Girona,234
3145,Alquiler,Girona,174
3146,Venta,Girona,177
3147,Venta,Tarragona,210
3148,Venta,Girona,81
3149,Venta,Tarragona,198
3150,Alquiler,Girona,43
3151,Venta,Barcelona,61
3152,Venta,Girona,115
3153,Venta,Barcelona,281
3154,Venta,Lleida,65
3155,Venta,Lleida,167
3156,Alquiler,Barcelona,95
3157,Venta,Barcelona,267
3158,Venta,Tarragona,43
3159,Venta,Lleida,238
3160,Venta,Lleida,116
3161,Venta,Barcelona,261
3162,Alquiler,Girona,234
3163,Venta,Tarragona,256
3164,Venta,Lleida,182
3165,Venta,Barcelona,87
3166,Alquiler,Lleida,89
3167,Venta,Lleida,291
3168,Alquiler,Lleida,291
3169,Venta,Lleida,168
3170,Venta,Girona,89
3171,Venta,Girona,163
3172,Venta,Barcelona,279
3173,Alquiler,Girona,64
3174,Alquiler,Tarragona,198
3175,Alquiler,Girona,99
3176,Venta,Girona,128
3177,Alquiler,Tarragona,113
3178,Alquiler,Tarragona,183
3179,Venta,Girona,174
3180,Alquiler,Girona,127
3181,Alquiler,Lleida,182
3182,Venta,Tarragona,61
3183,Alquiler,Barcelona,266
3184,Venta,Barcelona,251
3185,Venta,Lleida,221
3186,Alquiler,Girona,161
3187,Alquiler,Tarragona,65
3188,Alquiler,Tarragona,127
3189,Venta,Barcelona,213
3190,Alquiler,Tarragona,230
3191,Venta,Barcelona,280
3192,Venta,Girona,282
3193,Alquiler,Barcelona,62
3194,Venta,Lleida,185
3195,Alquiler,Girona,221
3196,Alquiler,Lleida,292
3197,Alquiler,Girona,212
3198,Alquiler,Tarragona,270
3199,Alquiler,Tarragona,44
3200,Alquiler,Girona,93
3201,Venta,Barcelona,298
3202,Alquiler,Tarragona,183
3203,Venta,Lleida,61
3204,Venta,Girona,121
3205,Alquiler,Lleida,285
3206,Alquiler,Lleida,238
3207,Venta,Tarragona,123
3208,Alquiler,Lleida,137
3209,Venta,Tarragona,136
3210,Alquiler,Girona,82
3211,Venta,Lleida,49
3212,Alquiler,Barcelona,53
3213,Venta,Tarragona,188
3214,Venta,Tarragona,104
3215,Venta,Lleida,63
3216,Venta,Girona,161
3217,Venta,Tarragona,93
3218,Alquiler,Barcelona,95
3219,Venta,Lleida,118
3220,Alquiler,Lleida,140
3221,Venta,Girona,138
3222,Alquiler,Lleida,140
3223,Venta,Lleida,192
3224,Venta,Tarragona,173
3225,Venta,Tarragona,145
3226,Venta,Tarragona,162
3227,Venta,Tarragona,53
3228,Alquiler,Tarragona,201
3229,Alquiler,Barcelona,88
3230,Alquiler,Barcelona,106
3231,Venta,Tarragona,44
3232,Venta,Barcelona,110
3233,Alquiler,Girona,99
3234,Alquiler,Tarragona,76
3235,Alquiler,Girona,292
3236,Venta,Lleida,102
3237,Alquiler,Lleida,126
3238,Venta,Barcelona,159
3239,Alquiler,Tarragona,153
3240,Alquiler,Tarragona,59
3241,Alquiler,Barcelona,60
3242,Venta,Girona,135
3243,Alquiler,Lleida,239
3244,Alquiler,Barcelona,283
3245,Venta,Barcelona,144
3246,Venta,Barcelona,95
3247,Venta,Barcelona,135
3248,Venta,Tarragona,41
3249,Alquiler,Tarragona,213
3250,Venta,Girona,60
3251,Alquiler,Lleida,245
3252,Venta,Girona,172
3253,Alquiler,Girona,79
3254,Venta,Girona,221
3255,Alquiler,Girona,266
3256,Alquiler,Girona,128
3257,Venta,Barcelona,182
3258,Alquiler,Lleida,118
3259,Alquiler,Lleida,132
3260,Venta,Lleida,269
3261,Alquiler,Tarragona,243
3262,Alquiler,Barcelona,197
3263,Alquiler,Tarragona,291
3264,Venta,Girona,51
3265,Alquiler,Tarragona,209
3266,Venta,Barcelona,199
3267,Alquiler,Barcelona,300
3268,Alquiler,Tarragona,170
3269,Alquiler,Tarragona,73
3270,Venta,Tarragona,119
3271,Alquiler,Tarragona,218
3272,Alquiler,Girona,112
3273,Venta,Lleida,117
3274,Venta,Barcelona,42
3275,Venta,Girona,71
3276,Venta,Lleida,197
3277,Alquiler,Barcelona,146
3278,Venta,Lleida,116
3279,Venta,Tarragona,163
3280,Alquiler,Girona,276
3281,Alquiler,Barcelona,220
3282,Venta,Girona,279
3283,Venta,Lleida,162
3284,Alquiler,Tarragona,119
3285,Alquiler,Barcelona,257
3286,Alquiler,Tarragona,76
3287,Alquiler,Barcelona,293
3288,Venta,Lleida,296
3289,Alquiler,Lleida,248
3290,Venta,Lleida,158
3291,Alquiler,Tarragona,100
3292,Alquiler,Girona,151
3293,Alquiler,Girona,128
3294,Venta,Girona,123
3295,Venta,Barcelona,89
3296,Alquiler,Lleida,273
3297,Venta,Tarragona,282
3298,Alquiler,Girona,131
3299,Alquiler,Girona,156
3300,Alquiler,Lleida,45
3301,Alquiler,Tarragona,225
3302,Alquiler,Barcelona,229
3303,Venta,Girona,128
3304,Venta,Tarragona,244
3305,Venta,Lleida,200
3306,Venta,Girona,221
3307,Venta,Tarragona,286
3308,Venta,Tarragona,140
3309,Alquiler,Tarragona,197
3310,Alquiler,Tarragona,143
3311,Alquiler,Tarragona,277
3312,Alquiler,Tarragona,187
3313,Venta,Barcelona,284
3314,Venta,Tarragona,179
3315,Alquiler,Barcelona,146
3316,Venta,Girona,247
3317,Alquiler,Lleida,95
3318,Venta,Tarragona,114
3319,Alquiler,Tarragona,44
3320,Alquiler,Barcelona,81
3321,Venta,Barcelona,44
3322,Venta,Barcelona,283
3323,Venta,Barcelona,136
3324,Alquiler,Tarragona,52
3325,Alquiler,Barcelona,296
3326,Alquiler,Barcelona,161
3327,Venta,Lleida,55
3328,Venta,Barcelona,264
3329,Venta,Barcelona,88
3330,Venta,Girona,110
3331,Venta,Lleida,190
3332,Alquiler,Lleida,221
3333,Alquiler,Girona,55
3334,Venta,Tarragona,78
3335,Alquiler,Barcelona,88
3336,Venta,Lleida,254
