,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2414,2415,2006-05-16,Oficina,Venta,Girona,295,2200405,2007-03-24,María
2415,2416,2006-05-16,Suelo,Venta,Girona,179,832529,2006-09-29,Jesús
2416,2417,2006-05-17,Local,Venta,Girona,184,1113016,2007-01-15,María
2417,2418,2006-05-18,Industrial,Alquiler,Girona,167,853370,2006-09-22,María
2421,2422,2006-05-19,Industrial,Venta,Tarragona,280,2370200,2007-02-04,Luisa
2422,2423,2006-05-20,Oficina,Alquiler,Girona,156,1294176,2006-10-05,Carmen
2424,2425,2006-05-20,Suelo,Venta,Barcelona,285,2603190,2006-11-15,Joaquín
2425,2426,2006-05-20,Suelo,Venta,Girona,247,2320565,2007-05-01,Jesús
2427,2428,2006-05-21,Industrial,Alquiler,Lleida,277,2268076,2007-01-25,María
2428,2429,2006-05-21,Casa,Venta,Girona,273,2682225,,
2429,2430,2006-05-21,Casa,Venta,Girona,245,2037420,2007-04-04,Pedro
2430,2431,2006-05-22,Suelo,Venta,Lleida,271,2303500,2007-01-22,Luisa
2432,2433,2006-05-22,Piso,Venta,Girona,203,1315846,2007-02-27,Carmen
2435,2436,2006-05-25,Suelo,Venta,Girona,61,380274,,
2439,2440,2006-05-26,Industrial,Alquiler,Girona,278,2336590,2006-12-26,Luisa
2442,2443,2006-05-27,Piso,Alquiler,Girona,233,1682260,,
2445,2446,2006-05-28,Piso,Alquiler,Girona,253,1162788,2007-01-22,Luisa
2446,2447,2006-05-28,Piso,Venta,Girona,106,922200,2007-03-16,Pedro
2449,2450,2006-05-29,Parking,Venta,Girona,202,1524898,2006-12-28,Carmen
2458,2459,2006-06-01,Casa,Venta,Lleida,270,1097010,2007-04-02,María
2460,2461,2006-06-02,Parking,Alquiler,Girona,189,1342278,2006-12-16,Carmen
2462,2463,2006-06-03,Piso,Venta,Girona,110,1026300,2007-02-08,Luisa
2463,2464,2006-06-03,Suelo,Venta,Tarragona,262,1843694,2006-12-29,Carmen
2468,2469,2006-06-04,Casa,Venta,Barcelona,260,1616680,2007-04-25,Carmen
2469,2470,2006-06-04,Parking,Venta,Girona,129,616878,2006-11-21,María
2474,2475,2006-06-06,Piso,Alquiler,Lleida,264,1344024,2007-03-22,María
2477,2478,2006-06-06,Suelo,Venta,Girona,294,2353176,2006-10-26,Pedro
2482,2483,2006-06-07,Industrial,Alquiler,Girona,169,1447316,,
2484,2485,2006-06-07,Industrial,Alquiler,Tarragona,270,2632500,2007-04-18,Carmen
2485,2486,2006-06-08,Casa,Venta,Girona,115,1147585,2006-11-13,Joaquín
2486,2487,2006-06-08,Suelo,Alquiler,Girona,71,378359,2007-01-11,Pedro
2487,2488,2006-06-08,Suelo,Alquiler,Tarragona,255,2380170,2006-09-30,Pedro
2488,2489,2006-06-09,Suelo,Alquiler,Lleida,267,2211294,2007-05-06,Joaquín
2489,2490,2006-06-10,Industrial,Alquiler,Tarragona,298,2693026,,
2490,2491,2006-06-10,Local,Venta,Girona,160,1368480,2007-01-07,Joaquín
2491,2492,2006-06-10,Local,Venta,Girona,90,872280,2007-04-17,Joaquín
2493,2494,2006-06-11,Casa,Venta,Girona,77,745822,2006-12-21,Jesús
2494,2495,2006-06-11,Piso,Venta,Girona,98,918652,,
2498,2499,2006-06-11,Local,Alquiler,Lleida,275,1443750,,
2500,2501,2006-06-11,Casa,Alquiler,Girona,231,2069529,2006-12-24,Jesús
2502,2503,2006-06-13,Parking,Venta,Girona,282,2717634,2006-11-30,Pedro
2505,2506,2006-06-15,Local,Alquiler,Girona,161,1027180,2006-10-17,María
2507,2508,2006-06-15,Suelo,Venta,Girona,204,1267452,,
2511,2512,2006-06-16,Piso,Venta,Tarragona,280,2384480,2007-01-01,Pedro
2516,2517,2006-06-18,Local,Alquiler,Girona,297,2162160,2006-12-28,Jesús
2519,2520,2006-06-21,Oficina,Venta,Girona,277,2250348,2007-04-21,Jesús
2521,2522,2006-06-21,Local,Alquiler,Girona,97,620218,2007-02-02,Jesús
2526,2527,2006-06-23,Suelo,Venta,Lleida,298,2458798,2006-12-10,Jesús
2528,2529,2006-06-24,Suelo,Alquiler,Barcelona,281,1521615,2007-04-19,Carmen
2533,2534,2006-06-25,Oficina,Venta,Girona,246,1087812,2006-10-24,Jesús
2535,2536,2006-06-27,Piso,Venta,Girona,214,1988702,,
2536,2537,2006-06-28,Piso,Alquiler,Girona,71,320281,2007-03-07,Jesús
2538,2539,2006-06-30,Piso,Alquiler,Girona,68,396780,2007-02-10,Carmen
2539,2540,2006-06-30,Suelo,Alquiler,Girona,126,536634,,
2541,2542,2006-06-30,Oficina,Venta,Girona,291,2849763,2007-04-28,Joaquín
2542,2543,2006-06-30,Industrial,Venta,Girona,46,373106,,
2544,2545,2006-07-01,Industrial,Venta,Girona,212,1691124,2006-10-19,María
2545,2546,2006-07-01,Parking,Alquiler,Girona,89,594698,2007-03-25,Jesús
2547,2548,2006-07-02,Industrial,Venta,Girona,195,1576380,2007-04-24,Luisa
2552,2553,2006-07-04,Industrial,Alquiler,Girona,74,304288,2007-05-07,Luisa
2553,2554,2006-07-04,Industrial,Alquiler,Barcelona,275,2415325,2006-12-17,Carmen
2554,2555,2006-07-04,Casa,Venta,Barcelona,267,2091144,2006-12-24,Luisa
2556,2557,2006-07-05,Parking,Alquiler,Barcelona,283,1470185,2006-12-18,Jesús
2558,2559,2006-07-06,Local,Alquiler,Girona,76,546440,2007-04-10,Luisa
2559,2560,2006-07-07,Piso,Venta,Girona,136,580856,,
2560,2561,2006-07-07,Piso,Alquiler,Girona,58,350610,2007-03-09,María
2561,2562,2006-07-07,Industrial,Venta,Girona,144,598320,,
2563,2564,2006-07-08,Local,Venta,Girona,103,766320,2007-04-24,Jesús
2568,2569,2006-07-10,Local,Alquiler,Girona,50,390400,2007-01-15,Carmen
2573,2574,2006-07-11,Parking,Venta,Barcelona,256,2470912,,
2576,2577,2006-07-13,Piso,Alquiler,Lleida,290,2702220,2007-03-16,Carmen
2578,2579,2006-07-16,Parking,Alquiler,Girona,274,2189534,2006-11-17,Luisa
2580,2581,2006-07-16,Oficina,Venta,Girona,130,1061710,2007-03-11,Pedro
2581,2582,2006-07-16,Casa,Venta,Girona,101,889608,2007-01-13,María
2584,2585,2006-07-17,Piso,Alquiler,Girona,244,1315648,2007-03-01,María
2585,2586,2006-07-18,Suelo,Alquiler,Lleida,252,1889748,2006-11-23,Luisa
2589,2590,2006-07-19,Suelo,Alquiler,Lleida,273,2682225,2007-02-04,Pedro
2591,2592,2006-07-19,Parking,Venta,Girona,150,1076250,2006-11-05,Carmen
2592,2593,2006-07-19,Parking,Alquiler,Girona,147,891849,,
2593,2594,2006-07-20,Local,Venta,Lleida,265,1632930,2007-03-08,María
2594,2595,2006-07-20,Oficina,Alquiler,Girona,170,1039380,2006-11-25,Joaquín
2595,2596,2006-07-21,Oficina,Venta,Barcelona,258,1700994,2006-10-23,Jesús
2596,2597,2006-07-21,Suelo,Venta,Girona,68,489600,2007-03-17,Jesús
2598,2599,2006-07-22,Casa,Venta,Lleida,259,1626779,2007-05-01,Joaquín
2600,2601,2006-07-22,Parking,Venta,Girona,200,1021000,2006-11-20,Joaquín
2602,2603,2006-07-23,Parking,Venta,Girona,98,497546,2006-12-24,Luisa
2605,2606,2006-07-24,Piso,Alquiler,Tarragona,293,1431891,,
2608,2609,2006-07-26,Parking,Alquiler,Girona,123,714999,,
2611,2612,2006-07-27,Oficina,Venta,Girona,65,598195,2006-10-30,Joaquín
2612,2613,2006-07-28,Casa,Venta,Barcelona,294,2618364,,
2615,2616,2006-07-28,Parking,Alquiler,Lleida,282,1170300,2006-12-15,Jesús
2621,2622,2006-07-31,Oficina,Alquiler,Lleida,291,2874207,2007-04-24,Jesús
2624,2625,2006-08-01,Local,Venta,Tarragona,277,1232927,,
2625,2626,2006-08-01,Suelo,Venta,Girona,97,515555,,
2626,2627,2006-08-02,Suelo,Venta,Girona,259,1202537,2007-04-16,María
2628,2629,2006-08-02,Suelo,Venta,Tarragona,295,1706280,2007-02-03,Joaquín
2630,2631,2006-08-03,Piso,Venta,Lleida,291,1776555,,
2633,2634,2006-08-06,Suelo,Venta,Girona,234,1994382,2007-03-04,María
2634,2635,2006-08-06,Piso,Alquiler,Tarragona,253,2211979,2007-03-05,María
2636,2637,2006-08-07,Parking,Venta,Girona,249,1422537,2007-04-02,Luisa
2637,2638,2006-08-08,Oficina,Alquiler,Girona,97,696169,,
2638,2639,2006-08-08,Parking,Venta,Girona,211,1456322,2006-11-23,Carmen
2640,2641,2006-08-08,Oficina,Venta,Girona,133,1053227,2007-01-30,Jesús
2641,2642,2006-08-08,Industrial,Alquiler,Lleida,275,2171950,,
2642,2643,2006-08-09,Casa,Alquiler,Lleida,274,1233000,2007-02-05,Joaquín
2643,2644,2006-08-09,Industrial,Venta,Barcelona,282,2205240,,
2645,2646,2006-08-11,Oficina,Alquiler,Tarragona,268,1984808,2007-03-06,Carmen
2646,2647,2006-08-11,Industrial,Alquiler,Barcelona,270,1705320,2007-03-26,Luisa
2648,2649,2006-08-11,Casa,Venta,Girona,112,1093456,2007-01-24,Pedro
2649,2650,2006-08-11,Piso,Venta,Tarragona,275,1324125,2006-12-31,Carmen
2653,2654,2006-08-13,Piso,Alquiler,Girona,297,2909412,,
2660,2661,2006-08-16,Oficina,Venta,Girona,81,557604,2006-12-17,Carmen
2662,2663,2006-08-17,Suelo,Alquiler,Girona,116,1041448,,
2664,2665,2006-08-21,Industrial,Alquiler,Girona,71,336043,2007-03-05,Luisa
2665,2666,2006-08-21,Oficina,Venta,Barcelona,258,2539236,2007-01-11,Joaquín
2668,2669,2006-08-22,Industrial,Venta,Girona,165,889350,2007-01-11,Carmen
2675,2676,2006-08-23,Piso,Venta,Girona,294,2574558,,
2678,2679,2006-08-25,Piso,Alquiler,Girona,58,326598,2007-03-23,María
2681,2682,2006-08-26,Suelo,Venta,Lleida,269,1971501,,
2684,2685,2006-08-27,Piso,Alquiler,Girona,76,498560,2007-01-28,Pedro
2687,2688,2006-08-28,Parking,Venta,Girona,220,1230240,,
2688,2689,2006-08-28,Piso,Venta,Girona,263,2173169,2007-01-20,María
2689,2690,2006-08-29,Local,Venta,Barcelona,272,2399312,2006-12-28,Luisa
2690,2691,2006-08-29,Parking,Alquiler,Girona,44,380072,2006-12-14,Joaquín
2694,2695,2006-08-30,Suelo,Venta,Girona,186,1695948,2007-03-23,Pedro
2695,2696,2006-08-30,Casa,Venta,Tarragona,255,2080290,2007-01-19,Luisa
2696,2697,2006-08-31,Oficina,Venta,Barcelona,298,2977318,,
2699,2700,2006-09-02,Piso,Venta,Girona,179,1025491,,
2700,2701,2006-09-03,Suelo,Venta,Girona,203,1191610,2006-12-24,María
2702,2703,2006-09-04,Casa,Venta,Barcelona,289,2534241,2007-01-28,María
2707,2708,2006-09-05,Local,Alquiler,Girona,242,2326346,,
2708,2709,2006-09-06,Casa,Alquiler,Girona,291,1643568,,
2709,2710,2006-09-06,Piso,Alquiler,Girona,274,2445724,2006-12-20,Luisa
2710,2711,2006-09-07,Parking,Venta,Girona,286,2153580,,
2712,2713,2006-09-07,Oficina,Venta,Girona,239,1994933,2007-04-09,Carmen
2713,2714,2006-09-07,Industrial,Alquiler,Girona,53,478431,2007-01-28,Carmen
2721,2722,2006-09-10,Parking,Venta,Barcelona,251,2180939,,
2724,2725,2006-09-10,Oficina,Alquiler,Tarragona,285,1299315,,
2730,2731,2006-09-13,Piso,Venta,Barcelona,294,2885316,2007-02-13,María
2733,2734,2006-09-15,Local,Venta,Girona,197,1967242,2006-12-28,Pedro
2749,2750,2006-09-21,Parking,Venta,Lleida,257,2121278,2007-02-23,Joaquín
2750,2751,2006-09-21,Industrial,Alquiler,Barcelona,279,1262196,2007-04-24,Jesús
2751,2752,2006-09-22,Local,Venta,Girona,257,2242839,,
2753,2754,2006-09-23,Piso,Venta,Barcelona,254,2001266,2007-02-10,Luisa
2754,2755,2006-09-23,Oficina,Alquiler,Girona,134,1088616,2007-03-11,María
2755,2756,2006-09-23,Oficina,Venta,Girona,261,1475172,,
2765,2766,2006-09-28,Suelo,Alquiler,Girona,194,1519214,,
2767,2768,2006-09-29,Casa,Venta,Barcelona,258,1536906,,
2768,2769,2006-09-30,Casa,Venta,Girona,142,1194078,2007-03-30,Joaquín
2769,2770,2006-09-30,Piso,Venta,Girona,244,2291404,2007-04-23,María
2770,2771,2006-10-02,Industrial,Venta,Girona,77,496881,2007-02-01,Luisa
2771,2772,2006-10-02,Local,Alquiler,Girona,72,372672,2007-05-04,María
2772,2773,2006-10-02,Piso,Venta,Barcelona,292,1536212,,
2773,2774,2006-10-02,Suelo,Alquiler,Girona,271,1780199,2007-03-20,Carmen
2775,2776,2006-10-04,Piso,Venta,Girona,290,2381770,2007-03-11,María
2776,2777,2006-10-04,Industrial,Venta,Tarragona,284,2072632,2007-02-02,Joaquín
2778,2779,2006-10-04,Casa,Venta,Girona,295,1658785,,
2779,2780,2006-10-05,Industrial,Venta,Girona,157,1242498,2007-03-26,Luisa
2783,2784,2006-10-06,Oficina,Venta,Barcelona,272,2008176,,
2784,2785,2006-10-07,Suelo,Venta,Girona,51,288966,,
2788,2789,2006-10-08,Suelo,Alquiler,Girona,136,777240,2007-04-04,Carmen
2789,2790,2006-10-08,Industrial,Venta,Girona,212,1565620,2007-04-04,María
2792,2793,2006-10-09,Casa,Venta,Girona,250,1370500,,
2793,2794,2006-10-09,Casa,Venta,Girona,57,360582,,
2794,2795,2006-10-09,Local,Alquiler,Lleida,280,2327080,,
2796,2797,2006-10-10,Parking,Venta,Lleida,275,2096050,,
2804,2805,2006-10-13,Local,Venta,Girona,271,1923558,2007-04-17,Luisa
2805,2806,2006-10-13,Oficina,Alquiler,Tarragona,271,2621925,2007-02-19,Carmen
2807,2808,2006-10-14,Suelo,Alquiler,Tarragona,293,2560527,,
2808,2809,2006-10-15,Parking,Venta,Girona,206,1659742,2007-03-08,Jesús
2812,2813,2006-10-17,Industrial,Venta,Barcelona,292,1905300,2007-03-12,Carmen
2814,2815,2006-10-17,Local,Venta,Girona,181,1405465,,
2823,2824,2006-10-22,Parking,Venta,Girona,196,1210496,,
2824,2825,2006-10-22,Casa,Venta,Lleida,275,2669425,2007-03-23,Jesús
2828,2829,2006-10-23,Local,Alquiler,Girona,273,1766310,,
2831,2832,2006-10-24,Oficina,Alquiler,Girona,224,1126944,2007-04-07,Joaquín
2834,2835,2006-10-26,Local,Venta,Lleida,293,1956068,2007-05-03,Jesús
2836,2837,2006-10-26,Industrial,Venta,Girona,50,466850,,
2837,2838,2006-10-26,Industrial,Alquiler,Girona,41,379291,2007-04-26,María
2841,2842,2006-10-29,Casa,Alquiler,Girona,125,1041625,2007-05-04,Pedro
2843,2844,2006-10-29,Suelo,Alquiler,Girona,73,660577,2007-03-25,Carmen
2844,2845,2006-10-29,Industrial,Venta,Girona,247,1843361,2007-01-30,Pedro
2848,2849,2006-10-31,Piso,Alquiler,Girona,285,1940565,,
2849,2850,2006-10-31,Parking,Venta,Barcelona,285,1638750,2007-05-04,Carmen
2850,2851,2006-10-31,Oficina,Venta,Girona,294,2267622,,
2852,2853,2006-11-01,Piso,Alquiler,Tarragona,260,2292160,2007-03-07,Jesús
2853,2854,2006-11-02,Casa,Venta,Girona,190,1105230,,
2855,2856,2006-11-02,Casa,Venta,Girona,141,821889,,
2856,2857,2006-11-03,Suelo,Alquiler,Barcelona,283,2569923,2007-03-28,Pedro
2861,2862,2006-11-03,Parking,Alquiler,Girona,275,1623600,2007-04-28,Pedro
2862,2863,2006-11-03,Industrial,Venta,Girona,67,637103,2007-04-26,Pedro
2864,2865,2006-11-04,Local,Alquiler,Girona,197,1704050,,
2865,2866,2006-11-04,Piso,Venta,Lleida,292,1427004,,
2871,2872,2006-11-06,Parking,Venta,Lleida,267,1516293,2007-02-21,Joaquín
2873,2874,2006-11-07,Oficina,Venta,Girona,67,342705,,
2874,2875,2006-11-07,Local,Alquiler,Girona,166,1607710,,
2875,2876,2006-11-07,Casa,Venta,Girona,129,722013,2007-03-18,Carmen
2877,2878,2006-11-08,Parking,Venta,Girona,124,950832,,
2879,2880,2006-11-09,Parking,Alquiler,Lleida,295,1767345,2007-04-03,Jesús
2880,2881,2006-11-09,Local,Venta,Girona,127,815467,2007-04-25,Pedro
2883,2884,2006-11-09,Piso,Alquiler,Lleida,285,2565285,,
2885,2886,2006-11-10,Suelo,Alquiler,Girona,201,850029,2007-04-22,María
2886,2887,2006-11-10,Local,Alquiler,Girona,61,265289,2007-02-17,Carmen
2891,2892,2006-11-13,Industrial,Venta,Barcelona,262,2517034,,
2896,2897,2006-11-16,Piso,Alquiler,Girona,258,1058832,,
2898,2899,2006-11-17,Industrial,Venta,Girona,105,1045905,2007-04-24,Joaquín
2899,2900,2006-11-18,Suelo,Venta,Girona,51,344811,,
2901,2902,2006-11-19,Parking,Venta,Girona,135,563760,2007-03-13,Pedro
2903,2904,2006-11-20,Industrial,Alquiler,Girona,149,1454836,,
2904,2905,2006-11-20,Casa,Alquiler,Tarragona,282,1239672,2007-03-10,Jesús
2910,2911,2006-11-23,Piso,Alquiler,Lleida,282,1234032,2007-04-17,Joaquín
2916,2917,2006-11-26,Local,Venta,Lleida,265,1820285,,
2919,2920,2006-11-27,Oficina,Alquiler,Girona,99,831204,,
2920,2921,2006-11-27,Casa,Alquiler,Girona,77,360822,,
2928,2929,2006-11-29,Casa,Alquiler,Lleida,253,1239700,,
2929,2930,2006-11-29,Parking,Venta,Girona,82,643290,,
2932,2933,2006-11-30,Parking,Venta,Girona,44,353628,,
2933,2934,2006-11-30,Casa,Venta,Barcelona,261,1752093,,
2936,2937,2006-12-01,Piso,Venta,Girona,100,905600,2007-05-07,Joaquín
2940,2941,2006-12-03,Piso,Venta,Barcelona,274,2474220,,
2942,2943,2006-12-04,Piso,Venta,Barcelona,261,2198403,2007-03-09,Joaquín
2943,2944,2006-12-04,Industrial,Alquiler,Girona,114,1130424,,
2944,2945,2006-12-05,Casa,Alquiler,Girona,151,693543,,
2947,2948,2006-12-06,Casa,Alquiler,Girona,138,1186524,2007-04-24,Joaquín
2952,2953,2006-12-07,Casa,Alquiler,Girona,251,1528088,,
2955,2956,2006-12-08,Industrial,Alquiler,Girona,59,432411,,
2957,2958,2006-12-09,Suelo,Alquiler,Girona,193,1059956,2007-03-10,María
2959,2960,2006-12-10,Industrial,Venta,Girona,117,575640,,
2960,2961,2006-12-10,Local,Alquiler,Tarragona,257,2170622,2007-04-18,Jesús
2968,2969,2006-12-13,Industrial,Venta,Girona,109,703159,,
2970,2971,2006-12-14,Industrial,Alquiler,Barcelona,291,2797092,,
2973,2974,2006-12-15,Piso,Venta,Girona,200,1559800,2007-04-23,Joaquín
2978,2979,2006-12-16,Suelo,Alquiler,Girona,152,1147144,,
2982,2983,2006-12-18,Industrial,Alquiler,Girona,85,670310,,
2985,2986,2006-12-19,Casa,Venta,Barcelona,281,2244066,2007-03-26,Joaquín
2988,2989,2006-12-20,Local,Venta,Girona,255,1079670,,
2997,2998,2006-12-24,Piso,Alquiler,Girona,129,789738,,
2998,2999,2006-12-24,Suelo,Venta,Barcelona,263,1403631,,
3000,3001,2006-12-25,Local,Alquiler,Lleida,273,1993446,,
3001,3002,2006-12-25,Casa,Alquiler,Girona,226,2041006,,
3002,3003,2006-12-25,Industrial,Alquiler,Girona,80,709760,2007-05-02,Jesús
3003,3004,2006-12-26,Casa,Alquiler,Girona,211,2086368,,
3004,3005,2006-12-26,Casa,Alquiler,Girona,80,651360,,
3005,3006,2006-12-26,Suelo,Alquiler,Girona,219,913449,,
3006,3007,2006-12-26,Casa,Alquiler,Girona,297,2673000,,
3007,3008,2006-12-27,Piso,Alquiler,Girona,287,1882433,,
3009,3010,2006-12-28,Suelo,Alquiler,Girona,292,1751124,,
3012,3013,2006-12-29,Oficina,Venta,Barcelona,257,1245165,,
3016,3017,2006-12-30,Casa,Alquiler,Barcelona,264,1060488,2007-04-28,Joaquín
3019,3020,2006-12-31,Parking,Venta,Girona,146,1399264,,
3020,3021,2007-01-01,Industrial,Alquiler,Girona,199,1321161,,
3023,3024,2007-01-02,Industrial,Alquiler,Tarragona,273,1725087,,
3024,3025,2007-01-04,Oficina,Alquiler,Lleida,293,2662784,,
3027,3028,2007-01-06,Parking,Venta,Girona,247,2398617,,
3029,3030,2007-01-07,Suelo,Alquiler,Girona,98,429730,,
3032,3033,2007-01-08,Industrial,Venta,Girona,119,571676,,
3034,3035,2007-01-08,Casa,Alquiler,Lleida,269,1520119,,
3035,3036,2007-01-09,Casa,Alquiler,Tarragona,286,1895036,,
3047,3048,2007-01-10,Local,Venta,Lleida,256,1934080,,
3048,3049,2007-01-10,Suelo,Venta,Girona,57,269724,,
3050,3051,2007-01-11,Casa,Venta,Barcelona,259,1369333,,
3051,3052,2007-01-11,Local,Venta,Girona,272,1965472,,
3052,3053,2007-01-12,Piso,Venta,Girona,164,1425488,,
3054,3055,2007-01-12,Piso,Venta,Tarragona,258,2204352,,
3058,3059,2007-01-14,Casa,Alquiler,Lleida,290,2797050,,
3059,3060,2007-01-14,Suelo,Alquiler,Barcelona,289,2427311,,
3060,3061,2007-01-14,Piso,Alquiler,Girona,228,932292,,
3065,3066,2007-01-15,Piso,Alquiler,Girona,107,968243,,
3066,3067,2007-01-16,Piso,Venta,Barcelona,256,1856000,,
3068,3069,2007-01-17,Industrial,Venta,Tarragona,273,1230684,,
3069,3070,2007-01-18,Parking,Venta,Girona,243,1857735,,
3070,3071,2007-01-18,Local,Alquiler,Tarragona,259,1360268,,
3071,3072,2007-01-18,Suelo,Alquiler,Girona,253,2291421,,
3074,3075,2007-01-20,Industrial,Venta,Girona,56,485240,,
3078,3079,2007-01-21,Local,Alquiler,Girona,149,1047917,,
3079,3080,2007-01-21,Local,Alquiler,Girona,79,393736,,
3081,3082,2007-01-21,Parking,Alquiler,Barcelona,268,1420132,,
3082,3083,2007-01-22,Piso,Venta,Girona,232,1511944,,
3083,3084,2007-01-23,Industrial,Alquiler,Girona,137,569098,,
3088,3089,2007-01-23,Industrial,Venta,Girona,164,1494204,,
3089,3090,2007-01-24,Local,Venta,Tarragona,285,2321325,,
3094,3095,2007-01-27,Local,Alquiler,Girona,50,302100,,
3095,3096,2007-01-27,Industrial,Venta,Lleida,269,2189122,,
3098,3099,2007-01-29,Oficina,Alquiler,Barcelona,296,2563064,,
3100,3101,2007-01-29,Oficina,Venta,Lleida,273,2148783,,
3105,3106,2007-02-01,Industrial,Alquiler,Girona,260,1636700,,
3106,3107,2007-02-01,Suelo,Alquiler,Girona,117,997776,,
3107,3108,2007-02-01,Local,Alquiler,Girona,229,1065995,,
3109,3110,2007-02-02,Parking,Alquiler,Girona,46,301346,,
3116,3117,2007-02-04,Suelo,Venta,Girona,160,1431040,,
3117,3118,2007-02-05,Piso,Venta,Tarragona,283,2449082,,
3119,3120,2007-02-06,Suelo,Alquiler,Lleida,260,1746420,,
3120,3121,2007-02-06,Parking,Alquiler,Tarragona,292,2658076,,
3123,3124,2007-02-09,Parking,Alquiler,Girona,252,2154096,,
3125,3126,2007-02-10,Oficina,Venta,Tarragona,297,2902284,,
3128,3129,2007-02-11,Industrial,Alquiler,Girona,244,1050664,,
3136,3137,2007-02-13,Suelo,Alquiler,Girona,66,268488,,
3139,3140,2007-02-15,Industrial,Alquiler,Girona,138,1248072,,
3140,3141,2007-02-16,Industrial,Alquiler,Girona,298,1708434,,
3142,3143,2007-02-17,Piso,Venta,Girona,241,979183,,
3143,3144,2007-02-17,Industrial,Alquiler,Girona,288,1978848,,
3144,3145,2007-02-17,Oficina,Venta,Girona,234,1789866,,
3145,3146,2007-02-18,Oficina,Alquiler,Girona,174,1568610,,
3146,3147,2007-02-18,Industrial,Venta,Girona,177,1325730,,
3148,3149,2007-02-18,Piso,Venta,Girona,81,324648,,
3150,3151,2007-02-19,Oficina,Alquiler,Girona,43,293303,,
3152,3153,2007-02-19,Casa,Venta,Girona,115,1040635,,
3153,3154,2007-02-20,Casa,Venta,Barcelona,281,1527516,,
3157,3158,2007-02-22,Local,Venta,Barcelona,267,1127274,,
3161,3162,2007-02-23,Industrial,Venta,Barcelona,261,2186658,,
3162,3163,2007-02-23,Local,Alquiler,Girona,234,973206,,
3163,3164,2007-02-23,Suelo,Venta,Tarragona,256,1175040,,
3167,3168,2007-02-25,Parking,Venta,Lleida,291,1374975,,
3168,3169,2007-02-26,Industrial,Alquiler,Lleida,291,2066100,,
3170,3171,2007-02-26,Oficina,Venta,Girona,89,684588,,
3171,3172,2007-02-26,Casa,Venta,Girona,163,1478573,,
3172,3173,2007-02-27,Suelo,Venta,Barcelona,279,1395837,,
3173,3174,2007-02-27,Piso,Alquiler,Girona,64,520384,,
3175,3176,2007-02-27,Local,Alquiler,Girona,99,825759,,
3176,3177,2007-02-28,Piso,Venta,Girona,128,801408,,
3179,3180,2007-03-01,Piso,Venta,Girona,174,1615068,,
3180,3181,2007-03-03,Piso,Alquiler,Girona,127,957453,,
3183,3184,2007-03-03,Piso,Alquiler,Barcelona,266,2233602,,
3184,3185,2007-03-03,Industrial,Venta,Barcelona,251,1913624,,
3186,3187,2007-03-04,Piso,Alquiler,Girona,161,1420020,,
3191,3192,2007-03-05,Piso,Venta,Barcelona,280,2439640,,
3192,3193,2007-03-07,Industrial,Venta,Girona,282,2019120,,
3195,3196,2007-03-07,Casa,Alquiler,Girona,221,2075632,,
3196,3197,2007-03-07,Parking,Alquiler,Lleida,292,2262708,,
3197,3198,2007-03-08,Piso,Alquiler,Girona,212,1684340,,
3198,3199,2007-03-08,Oficina,Alquiler,Tarragona,270,1859220,,
3200,3201,2007-03-09,Parking,Alquiler,Girona,93,849462,,
3201,3202,2007-03-09,Oficina,Venta,Barcelona,298,1360966,,
3204,3205,2007-03-10,Suelo,Venta,Girona,121,870837,,
3205,3206,2007-03-11,Parking,Alquiler,Lleida,285,1622790,,
3210,3211,2007-03-12,Local,Alquiler,Girona,82,601306,,
3216,3217,2007-03-14,Industrial,Venta,Girona,161,1020257,,
3221,3222,2007-03-16,Parking,Venta,Girona,138,1034034,,
3233,3234,2007-03-19,Industrial,Alquiler,Girona,99,763983,,
3235,3236,2007-03-20,Casa,Alquiler,Girona,292,2765240,,
3242,3243,2007-03-22,Suelo,Venta,Girona,135,1096470,,
3244,3245,2007-03-22,Industrial,Alquiler,Barcelona,283,1800729,,
3250,3251,2007-03-24,Parking,Venta,Girona,60,366780,,
3252,3253,2007-03-24,Casa,Venta,Girona,172,1389072,,
3253,3254,2007-03-25,Casa,Alquiler,Girona,79,495093,,
3254,3255,2007-03-26,Oficina,Venta,Girona,221,1194726,,
3255,3256,2007-03-26,Piso,Alquiler,Girona,266,2010960,,
3256,3257,2007-03-26,Suelo,Alquiler,Girona,128,912256,,
3260,3261,2007-03-27,Industrial,Venta,Lleida,269,1674794,,
3263,3264,2007-03-29,Local,Alquiler,Tarragona,291,1475952,,
3264,3265,2007-03-30,Parking,Venta,Girona,51,393057,,
3267,3268,2007-04-01,Industrial,Alquiler,Barcelona,300,2908500,,
3272,3273,2007-04-02,Local,Alquiler,Girona,112,739872,,
3275,3276,2007-04-03,Oficina,Venta,Girona,71,591004,,
3280,3281,2007-04-06,Casa,Alquiler,Girona,276,2336340,,
3282,3283,2007-04-07,Oficina,Venta,Girona,279,2384334,,
3285,3286,2007-04-07,Suelo,Alquiler,Barcelona,257,2490587,,
3287,3288,2007-04-09,Local,Alquiler,Barcelona,293,2065357,,
3288,3289,2007-04-09,Parking,Venta,Lleida,296,2914416,,
3292,3293,2007-04-10,Local,Alquiler,Girona,151,1028159,,
3293,3294,2007-04-10,Piso,Alquiler,Girona,128,818176,,
